second_of_day,second,minute_of_day,minute,hour,hour12,am_pm,time,time12
74966,26,1249,49,20,08,PM,20:49:26,08:49:26
74967,27,1249,49,20,08,PM,20:49:27,08:49:27
74968,28,1249,49,20,08,PM,20:49:28,08:49:28
74969,29,1249,49,20,08,PM,20:49:29,08:49:29
74970,30,1249,49,20,08,PM,20:49:30,08:49:30
74971,31,1249,49,20,08,PM,20:49:31,08:49:31
74972,32,1249,49,20,08,PM,20:49:32,08:49:32
74973,33,1249,49,20,08,PM,20:49:33,08:49:33
74974,34,1249,49,20,08,PM,20:49:34,08:49:34
74975,35,1249,49,20,08,PM,20:49:35,08:49:35
74976,36,1249,49,20,08,PM,20:49:36,08:49:36
74977,37,1249,49,20,08,PM,20:49:37,08:49:37
74978,38,1249,49,20,08,PM,20:49:38,08:49:38
74979,39,1249,49,20,08,PM,20:49:39,08:49:39
74980,40,1249,49,20,08,PM,20:49:40,08:49:40
74981,41,1249,49,20,08,PM,20:49:41,08:49:41
74982,42,1249,49,20,08,PM,20:49:42,08:49:42
74983,43,1249,49,20,08,PM,20:49:43,08:49:43
74984,44,1249,49,20,08,PM,20:49:44,08:49:44
74985,45,1249,49,20,08,PM,20:49:45,08:49:45
74986,46,1249,49,20,08,PM,20:49:46,08:49:46
74987,47,1249,49,20,08,PM,20:49:47,08:49:47
74988,48,1249,49,20,08,PM,20:49:48,08:49:48
74989,49,1249,49,20,08,PM,20:49:49,08:49:49
74990,50,1249,49,20,08,PM,20:49:50,08:49:50
74991,51,1249,49,20,08,PM,20:49:51,08:49:51
74992,52,1249,49,20,08,PM,20:49:52,08:49:52
74993,53,1249,49,20,08,PM,20:49:53,08:49:53
74994,54,1249,49,20,08,PM,20:49:54,08:49:54
74995,55,1249,49,20,08,PM,20:49:55,08:49:55
74996,56,1249,49,20,08,PM,20:49:56,08:49:56
74997,57,1249,49,20,08,PM,20:49:57,08:49:57
74998,58,1249,49,20,08,PM,20:49:58,08:49:58
74999,59,1249,49,20,08,PM,20:49:59,08:49:59
75000,00,1250,50,20,08,PM,20:50:00,08:50:00
75001,01,1250,50,20,08,PM,20:50:01,08:50:01
75002,02,1250,50,20,08,PM,20:50:02,08:50:02
75003,03,1250,50,20,08,PM,20:50:03,08:50:03
75004,04,1250,50,20,08,PM,20:50:04,08:50:04
75005,05,1250,50,20,08,PM,20:50:05,08:50:05
75006,06,1250,50,20,08,PM,20:50:06,08:50:06
75007,07,1250,50,20,08,PM,20:50:07,08:50:07
75008,08,1250,50,20,08,PM,20:50:08,08:50:08
75009,09,1250,50,20,08,PM,20:50:09,08:50:09
75010,10,1250,50,20,08,PM,20:50:10,08:50:10
75011,11,1250,50,20,08,PM,20:50:11,08:50:11
75012,12,1250,50,20,08,PM,20:50:12,08:50:12
75013,13,1250,50,20,08,PM,20:50:13,08:50:13
75014,14,1250,50,20,08,PM,20:50:14,08:50:14
75015,15,1250,50,20,08,PM,20:50:15,08:50:15
75016,16,1250,50,20,08,PM,20:50:16,08:50:16
75017,17,1250,50,20,08,PM,20:50:17,08:50:17
75018,18,1250,50,20,08,PM,20:50:18,08:50:18
75019,19,1250,50,20,08,PM,20:50:19,08:50:19
75020,20,1250,50,20,08,PM,20:50:20,08:50:20
75021,21,1250,50,20,08,PM,20:50:21,08:50:21
75022,22,1250,50,20,08,PM,20:50:22,08:50:22
75023,23,1250,50,20,08,PM,20:50:23,08:50:23
75024,24,1250,50,20,08,PM,20:50:24,08:50:24
75025,25,1250,50,20,08,PM,20:50:25,08:50:25
75026,26,1250,50,20,08,PM,20:50:26,08:50:26
75027,27,1250,50,20,08,PM,20:50:27,08:50:27
75028,28,1250,50,20,08,PM,20:50:28,08:50:28
75029,29,1250,50,20,08,PM,20:50:29,08:50:29
75030,30,1250,50,20,08,PM,20:50:30,08:50:30
75031,31,1250,50,20,08,PM,20:50:31,08:50:31
75032,32,1250,50,20,08,PM,20:50:32,08:50:32
75033,33,1250,50,20,08,PM,20:50:33,08:50:33
75034,34,1250,50,20,08,PM,20:50:34,08:50:34
75035,35,1250,50,20,08,PM,20:50:35,08:50:35
75036,36,1250,50,20,08,PM,20:50:36,08:50:36
75037,37,1250,50,20,08,PM,20:50:37,08:50:37
75038,38,1250,50,20,08,PM,20:50:38,08:50:38
75039,39,1250,50,20,08,PM,20:50:39,08:50:39
75040,40,1250,50,20,08,PM,20:50:40,08:50:40
75041,41,1250,50,20,08,PM,20:50:41,08:50:41
75042,42,1250,50,20,08,PM,20:50:42,08:50:42
75043,43,1250,50,20,08,PM,20:50:43,08:50:43
75044,44,1250,50,20,08,PM,20:50:44,08:50:44
75045,45,1250,50,20,08,PM,20:50:45,08:50:45
75046,46,1250,50,20,08,PM,20:50:46,08:50:46
75047,47,1250,50,20,08,PM,20:50:47,08:50:47
75048,48,1250,50,20,08,PM,20:50:48,08:50:48
75049,49,1250,50,20,08,PM,20:50:49,08:50:49
75050,50,1250,50,20,08,PM,20:50:50,08:50:50
75051,51,1250,50,20,08,PM,20:50:51,08:50:51
75052,52,1250,50,20,08,PM,20:50:52,08:50:52
75053,53,1250,50,20,08,PM,20:50:53,08:50:53
75054,54,1250,50,20,08,PM,20:50:54,08:50:54
75055,55,1250,50,20,08,PM,20:50:55,08:50:55
75056,56,1250,50,20,08,PM,20:50:56,08:50:56
75057,57,1250,50,20,08,PM,20:50:57,08:50:57
75058,58,1250,50,20,08,PM,20:50:58,08:50:58
75059,59,1250,50,20,08,PM,20:50:59,08:50:59
75060,00,1251,51,20,08,PM,20:51:00,08:51:00
75061,01,1251,51,20,08,PM,20:51:01,08:51:01
75062,02,1251,51,20,08,PM,20:51:02,08:51:02
75063,03,1251,51,20,08,PM,20:51:03,08:51:03
75064,04,1251,51,20,08,PM,20:51:04,08:51:04
75065,05,1251,51,20,08,PM,20:51:05,08:51:05
75066,06,1251,51,20,08,PM,20:51:06,08:51:06
75067,07,1251,51,20,08,PM,20:51:07,08:51:07
75068,08,1251,51,20,08,PM,20:51:08,08:51:08
75069,09,1251,51,20,08,PM,20:51:09,08:51:09
75070,10,1251,51,20,08,PM,20:51:10,08:51:10
75071,11,1251,51,20,08,PM,20:51:11,08:51:11
75072,12,1251,51,20,08,PM,20:51:12,08:51:12
75073,13,1251,51,20,08,PM,20:51:13,08:51:13
75074,14,1251,51,20,08,PM,20:51:14,08:51:14
75075,15,1251,51,20,08,PM,20:51:15,08:51:15
75076,16,1251,51,20,08,PM,20:51:16,08:51:16
75077,17,1251,51,20,08,PM,20:51:17,08:51:17
75078,18,1251,51,20,08,PM,20:51:18,08:51:18
75079,19,1251,51,20,08,PM,20:51:19,08:51:19
75080,20,1251,51,20,08,PM,20:51:20,08:51:20
75081,21,1251,51,20,08,PM,20:51:21,08:51:21
75082,22,1251,51,20,08,PM,20:51:22,08:51:22
75083,23,1251,51,20,08,PM,20:51:23,08:51:23
75084,24,1251,51,20,08,PM,20:51:24,08:51:24
75085,25,1251,51,20,08,PM,20:51:25,08:51:25
75086,26,1251,51,20,08,PM,20:51:26,08:51:26
75087,27,1251,51,20,08,PM,20:51:27,08:51:27
75088,28,1251,51,20,08,PM,20:51:28,08:51:28
75089,29,1251,51,20,08,PM,20:51:29,08:51:29
75090,30,1251,51,20,08,PM,20:51:30,08:51:30
75091,31,1251,51,20,08,PM,20:51:31,08:51:31
75092,32,1251,51,20,08,PM,20:51:32,08:51:32
75093,33,1251,51,20,08,PM,20:51:33,08:51:33
75094,34,1251,51,20,08,PM,20:51:34,08:51:34
75095,35,1251,51,20,08,PM,20:51:35,08:51:35
75096,36,1251,51,20,08,PM,20:51:36,08:51:36
75097,37,1251,51,20,08,PM,20:51:37,08:51:37
75098,38,1251,51,20,08,PM,20:51:38,08:51:38
75099,39,1251,51,20,08,PM,20:51:39,08:51:39
75100,40,1251,51,20,08,PM,20:51:40,08:51:40
75101,41,1251,51,20,08,PM,20:51:41,08:51:41
75102,42,1251,51,20,08,PM,20:51:42,08:51:42
75103,43,1251,51,20,08,PM,20:51:43,08:51:43
75104,44,1251,51,20,08,PM,20:51:44,08:51:44
75105,45,1251,51,20,08,PM,20:51:45,08:51:45
75106,46,1251,51,20,08,PM,20:51:46,08:51:46
75107,47,1251,51,20,08,PM,20:51:47,08:51:47
75108,48,1251,51,20,08,PM,20:51:48,08:51:48
75109,49,1251,51,20,08,PM,20:51:49,08:51:49
75110,50,1251,51,20,08,PM,20:51:50,08:51:50
75111,51,1251,51,20,08,PM,20:51:51,08:51:51
75112,52,1251,51,20,08,PM,20:51:52,08:51:52
75113,53,1251,51,20,08,PM,20:51:53,08:51:53
75114,54,1251,51,20,08,PM,20:51:54,08:51:54
75115,55,1251,51,20,08,PM,20:51:55,08:51:55
75116,56,1251,51,20,08,PM,20:51:56,08:51:56
75117,57,1251,51,20,08,PM,20:51:57,08:51:57
75118,58,1251,51,20,08,PM,20:51:58,08:51:58
75119,59,1251,51,20,08,PM,20:51:59,08:51:59
75120,00,1252,52,20,08,PM,20:52:00,08:52:00
75121,01,1252,52,20,08,PM,20:52:01,08:52:01
75122,02,1252,52,20,08,PM,20:52:02,08:52:02
75123,03,1252,52,20,08,PM,20:52:03,08:52:03
75124,04,1252,52,20,08,PM,20:52:04,08:52:04
75125,05,1252,52,20,08,PM,20:52:05,08:52:05
75126,06,1252,52,20,08,PM,20:52:06,08:52:06
75127,07,1252,52,20,08,PM,20:52:07,08:52:07
75128,08,1252,52,20,08,PM,20:52:08,08:52:08
75129,09,1252,52,20,08,PM,20:52:09,08:52:09
75130,10,1252,52,20,08,PM,20:52:10,08:52:10
75131,11,1252,52,20,08,PM,20:52:11,08:52:11
75132,12,1252,52,20,08,PM,20:52:12,08:52:12
75133,13,1252,52,20,08,PM,20:52:13,08:52:13
75134,14,1252,52,20,08,PM,20:52:14,08:52:14
75135,15,1252,52,20,08,PM,20:52:15,08:52:15
75136,16,1252,52,20,08,PM,20:52:16,08:52:16
75137,17,1252,52,20,08,PM,20:52:17,08:52:17
75138,18,1252,52,20,08,PM,20:52:18,08:52:18
75139,19,1252,52,20,08,PM,20:52:19,08:52:19
75140,20,1252,52,20,08,PM,20:52:20,08:52:20
75141,21,1252,52,20,08,PM,20:52:21,08:52:21
75142,22,1252,52,20,08,PM,20:52:22,08:52:22
75143,23,1252,52,20,08,PM,20:52:23,08:52:23
75144,24,1252,52,20,08,PM,20:52:24,08:52:24
75145,25,1252,52,20,08,PM,20:52:25,08:52:25
75146,26,1252,52,20,08,PM,20:52:26,08:52:26
75147,27,1252,52,20,08,PM,20:52:27,08:52:27
75148,28,1252,52,20,08,PM,20:52:28,08:52:28
75149,29,1252,52,20,08,PM,20:52:29,08:52:29
75150,30,1252,52,20,08,PM,20:52:30,08:52:30
75151,31,1252,52,20,08,PM,20:52:31,08:52:31
75152,32,1252,52,20,08,PM,20:52:32,08:52:32
75153,33,1252,52,20,08,PM,20:52:33,08:52:33
75154,34,1252,52,20,08,PM,20:52:34,08:52:34
75155,35,1252,52,20,08,PM,20:52:35,08:52:35
75156,36,1252,52,20,08,PM,20:52:36,08:52:36
75157,37,1252,52,20,08,PM,20:52:37,08:52:37
75158,38,1252,52,20,08,PM,20:52:38,08:52:38
75159,39,1252,52,20,08,PM,20:52:39,08:52:39
75160,40,1252,52,20,08,PM,20:52:40,08:52:40
75161,41,1252,52,20,08,PM,20:52:41,08:52:41
75162,42,1252,52,20,08,PM,20:52:42,08:52:42
75163,43,1252,52,20,08,PM,20:52:43,08:52:43
75164,44,1252,52,20,08,PM,20:52:44,08:52:44
75165,45,1252,52,20,08,PM,20:52:45,08:52:45
75166,46,1252,52,20,08,PM,20:52:46,08:52:46
75167,47,1252,52,20,08,PM,20:52:47,08:52:47
75168,48,1252,52,20,08,PM,20:52:48,08:52:48
75169,49,1252,52,20,08,PM,20:52:49,08:52:49
75170,50,1252,52,20,08,PM,20:52:50,08:52:50
75171,51,1252,52,20,08,PM,20:52:51,08:52:51
75172,52,1252,52,20,08,PM,20:52:52,08:52:52
75173,53,1252,52,20,08,PM,20:52:53,08:52:53
75174,54,1252,52,20,08,PM,20:52:54,08:52:54
75175,55,1252,52,20,08,PM,20:52:55,08:52:55
75176,56,1252,52,20,08,PM,20:52:56,08:52:56
75177,57,1252,52,20,08,PM,20:52:57,08:52:57
75178,58,1252,52,20,08,PM,20:52:58,08:52:58
75179,59,1252,52,20,08,PM,20:52:59,08:52:59
75180,00,1253,53,20,08,PM,20:53:00,08:53:00
75181,01,1253,53,20,08,PM,20:53:01,08:53:01
75182,02,1253,53,20,08,PM,20:53:02,08:53:02
75183,03,1253,53,20,08,PM,20:53:03,08:53:03
75184,04,1253,53,20,08,PM,20:53:04,08:53:04
75185,05,1253,53,20,08,PM,20:53:05,08:53:05
75186,06,1253,53,20,08,PM,20:53:06,08:53:06
75187,07,1253,53,20,08,PM,20:53:07,08:53:07
75188,08,1253,53,20,08,PM,20:53:08,08:53:08
75189,09,1253,53,20,08,PM,20:53:09,08:53:09
75190,10,1253,53,20,08,PM,20:53:10,08:53:10
75191,11,1253,53,20,08,PM,20:53:11,08:53:11
75192,12,1253,53,20,08,PM,20:53:12,08:53:12
75193,13,1253,53,20,08,PM,20:53:13,08:53:13
75194,14,1253,53,20,08,PM,20:53:14,08:53:14
75195,15,1253,53,20,08,PM,20:53:15,08:53:15
75196,16,1253,53,20,08,PM,20:53:16,08:53:16
75197,17,1253,53,20,08,PM,20:53:17,08:53:17
75198,18,1253,53,20,08,PM,20:53:18,08:53:18
75199,19,1253,53,20,08,PM,20:53:19,08:53:19
75200,20,1253,53,20,08,PM,20:53:20,08:53:20
75201,21,1253,53,20,08,PM,20:53:21,08:53:21
75202,22,1253,53,20,08,PM,20:53:22,08:53:22
75203,23,1253,53,20,08,PM,20:53:23,08:53:23
75204,24,1253,53,20,08,PM,20:53:24,08:53:24
75205,25,1253,53,20,08,PM,20:53:25,08:53:25
75206,26,1253,53,20,08,PM,20:53:26,08:53:26
75207,27,1253,53,20,08,PM,20:53:27,08:53:27
75208,28,1253,53,20,08,PM,20:53:28,08:53:28
75209,29,1253,53,20,08,PM,20:53:29,08:53:29
75210,30,1253,53,20,08,PM,20:53:30,08:53:30
75211,31,1253,53,20,08,PM,20:53:31,08:53:31
75212,32,1253,53,20,08,PM,20:53:32,08:53:32
75213,33,1253,53,20,08,PM,20:53:33,08:53:33
75214,34,1253,53,20,08,PM,20:53:34,08:53:34
75215,35,1253,53,20,08,PM,20:53:35,08:53:35
75216,36,1253,53,20,08,PM,20:53:36,08:53:36
75217,37,1253,53,20,08,PM,20:53:37,08:53:37
75218,38,1253,53,20,08,PM,20:53:38,08:53:38
75219,39,1253,53,20,08,PM,20:53:39,08:53:39
75220,40,1253,53,20,08,PM,20:53:40,08:53:40
75221,41,1253,53,20,08,PM,20:53:41,08:53:41
75222,42,1253,53,20,08,PM,20:53:42,08:53:42
75223,43,1253,53,20,08,PM,20:53:43,08:53:43
75224,44,1253,53,20,08,PM,20:53:44,08:53:44
75225,45,1253,53,20,08,PM,20:53:45,08:53:45
75226,46,1253,53,20,08,PM,20:53:46,08:53:46
75227,47,1253,53,20,08,PM,20:53:47,08:53:47
75228,48,1253,53,20,08,PM,20:53:48,08:53:48
75229,49,1253,53,20,08,PM,20:53:49,08:53:49
75230,50,1253,53,20,08,PM,20:53:50,08:53:50
75231,51,1253,53,20,08,PM,20:53:51,08:53:51
75232,52,1253,53,20,08,PM,20:53:52,08:53:52
75233,53,1253,53,20,08,PM,20:53:53,08:53:53
75234,54,1253,53,20,08,PM,20:53:54,08:53:54
75235,55,1253,53,20,08,PM,20:53:55,08:53:55
75236,56,1253,53,20,08,PM,20:53:56,08:53:56
75237,57,1253,53,20,08,PM,20:53:57,08:53:57
75238,58,1253,53,20,08,PM,20:53:58,08:53:58
75239,59,1253,53,20,08,PM,20:53:59,08:53:59
75240,00,1254,54,20,08,PM,20:54:00,08:54:00
75241,01,1254,54,20,08,PM,20:54:01,08:54:01
75242,02,1254,54,20,08,PM,20:54:02,08:54:02
75243,03,1254,54,20,08,PM,20:54:03,08:54:03
75244,04,1254,54,20,08,PM,20:54:04,08:54:04
75245,05,1254,54,20,08,PM,20:54:05,08:54:05
75246,06,1254,54,20,08,PM,20:54:06,08:54:06
75247,07,1254,54,20,08,PM,20:54:07,08:54:07
75248,08,1254,54,20,08,PM,20:54:08,08:54:08
75249,09,1254,54,20,08,PM,20:54:09,08:54:09
75250,10,1254,54,20,08,PM,20:54:10,08:54:10
75251,11,1254,54,20,08,PM,20:54:11,08:54:11
75252,12,1254,54,20,08,PM,20:54:12,08:54:12
75253,13,1254,54,20,08,PM,20:54:13,08:54:13
75254,14,1254,54,20,08,PM,20:54:14,08:54:14
75255,15,1254,54,20,08,PM,20:54:15,08:54:15
75256,16,1254,54,20,08,PM,20:54:16,08:54:16
75257,17,1254,54,20,08,PM,20:54:17,08:54:17
75258,18,1254,54,20,08,PM,20:54:18,08:54:18
75259,19,1254,54,20,08,PM,20:54:19,08:54:19
75260,20,1254,54,20,08,PM,20:54:20,08:54:20
75261,21,1254,54,20,08,PM,20:54:21,08:54:21
75262,22,1254,54,20,08,PM,20:54:22,08:54:22
75263,23,1254,54,20,08,PM,20:54:23,08:54:23
75264,24,1254,54,20,08,PM,20:54:24,08:54:24
75265,25,1254,54,20,08,PM,20:54:25,08:54:25
75266,26,1254,54,20,08,PM,20:54:26,08:54:26
75267,27,1254,54,20,08,PM,20:54:27,08:54:27
75268,28,1254,54,20,08,PM,20:54:28,08:54:28
75269,29,1254,54,20,08,PM,20:54:29,08:54:29
75270,30,1254,54,20,08,PM,20:54:30,08:54:30
75271,31,1254,54,20,08,PM,20:54:31,08:54:31
75272,32,1254,54,20,08,PM,20:54:32,08:54:32
75273,33,1254,54,20,08,PM,20:54:33,08:54:33
75274,34,1254,54,20,08,PM,20:54:34,08:54:34
75275,35,1254,54,20,08,PM,20:54:35,08:54:35
75276,36,1254,54,20,08,PM,20:54:36,08:54:36
75277,37,1254,54,20,08,PM,20:54:37,08:54:37
75278,38,1254,54,20,08,PM,20:54:38,08:54:38
75279,39,1254,54,20,08,PM,20:54:39,08:54:39
75280,40,1254,54,20,08,PM,20:54:40,08:54:40
75281,41,1254,54,20,08,PM,20:54:41,08:54:41
75282,42,1254,54,20,08,PM,20:54:42,08:54:42
75283,43,1254,54,20,08,PM,20:54:43,08:54:43
75284,44,1254,54,20,08,PM,20:54:44,08:54:44
75285,45,1254,54,20,08,PM,20:54:45,08:54:45
75286,46,1254,54,20,08,PM,20:54:46,08:54:46
75287,47,1254,54,20,08,PM,20:54:47,08:54:47
75288,48,1254,54,20,08,PM,20:54:48,08:54:48
75289,49,1254,54,20,08,PM,20:54:49,08:54:49
75290,50,1254,54,20,08,PM,20:54:50,08:54:50
75291,51,1254,54,20,08,PM,20:54:51,08:54:51
75292,52,1254,54,20,08,PM,20:54:52,08:54:52
75293,53,1254,54,20,08,PM,20:54:53,08:54:53
75294,54,1254,54,20,08,PM,20:54:54,08:54:54
75295,55,1254,54,20,08,PM,20:54:55,08:54:55
75296,56,1254,54,20,08,PM,20:54:56,08:54:56
75297,57,1254,54,20,08,PM,20:54:57,08:54:57
75298,58,1254,54,20,08,PM,20:54:58,08:54:58
75299,59,1254,54,20,08,PM,20:54:59,08:54:59
75300,00,1255,55,20,08,PM,20:55:00,08:55:00
75301,01,1255,55,20,08,PM,20:55:01,08:55:01
75302,02,1255,55,20,08,PM,20:55:02,08:55:02
75303,03,1255,55,20,08,PM,20:55:03,08:55:03
75304,04,1255,55,20,08,PM,20:55:04,08:55:04
75305,05,1255,55,20,08,PM,20:55:05,08:55:05
75306,06,1255,55,20,08,PM,20:55:06,08:55:06
75307,07,1255,55,20,08,PM,20:55:07,08:55:07
75308,08,1255,55,20,08,PM,20:55:08,08:55:08
75309,09,1255,55,20,08,PM,20:55:09,08:55:09
75310,10,1255,55,20,08,PM,20:55:10,08:55:10
75311,11,1255,55,20,08,PM,20:55:11,08:55:11
75312,12,1255,55,20,08,PM,20:55:12,08:55:12
75313,13,1255,55,20,08,PM,20:55:13,08:55:13
75314,14,1255,55,20,08,PM,20:55:14,08:55:14
75315,15,1255,55,20,08,PM,20:55:15,08:55:15
75316,16,1255,55,20,08,PM,20:55:16,08:55:16
75317,17,1255,55,20,08,PM,20:55:17,08:55:17
75318,18,1255,55,20,08,PM,20:55:18,08:55:18
75319,19,1255,55,20,08,PM,20:55:19,08:55:19
75320,20,1255,55,20,08,PM,20:55:20,08:55:20
75321,21,1255,55,20,08,PM,20:55:21,08:55:21
75322,22,1255,55,20,08,PM,20:55:22,08:55:22
75323,23,1255,55,20,08,PM,20:55:23,08:55:23
75324,24,1255,55,20,08,PM,20:55:24,08:55:24
75325,25,1255,55,20,08,PM,20:55:25,08:55:25
75326,26,1255,55,20,08,PM,20:55:26,08:55:26
75327,27,1255,55,20,08,PM,20:55:27,08:55:27
75328,28,1255,55,20,08,PM,20:55:28,08:55:28
75329,29,1255,55,20,08,PM,20:55:29,08:55:29
75330,30,1255,55,20,08,PM,20:55:30,08:55:30
75331,31,1255,55,20,08,PM,20:55:31,08:55:31
75332,32,1255,55,20,08,PM,20:55:32,08:55:32
75333,33,1255,55,20,08,PM,20:55:33,08:55:33
75334,34,1255,55,20,08,PM,20:55:34,08:55:34
75335,35,1255,55,20,08,PM,20:55:35,08:55:35
75336,36,1255,55,20,08,PM,20:55:36,08:55:36
75337,37,1255,55,20,08,PM,20:55:37,08:55:37
75338,38,1255,55,20,08,PM,20:55:38,08:55:38
75339,39,1255,55,20,08,PM,20:55:39,08:55:39
75340,40,1255,55,20,08,PM,20:55:40,08:55:40
75341,41,1255,55,20,08,PM,20:55:41,08:55:41
75342,42,1255,55,20,08,PM,20:55:42,08:55:42
75343,43,1255,55,20,08,PM,20:55:43,08:55:43
75344,44,1255,55,20,08,PM,20:55:44,08:55:44
75345,45,1255,55,20,08,PM,20:55:45,08:55:45
75346,46,1255,55,20,08,PM,20:55:46,08:55:46
75347,47,1255,55,20,08,PM,20:55:47,08:55:47
75348,48,1255,55,20,08,PM,20:55:48,08:55:48
75349,49,1255,55,20,08,PM,20:55:49,08:55:49
75350,50,1255,55,20,08,PM,20:55:50,08:55:50
75351,51,1255,55,20,08,PM,20:55:51,08:55:51
75352,52,1255,55,20,08,PM,20:55:52,08:55:52
75353,53,1255,55,20,08,PM,20:55:53,08:55:53
75354,54,1255,55,20,08,PM,20:55:54,08:55:54
75355,55,1255,55,20,08,PM,20:55:55,08:55:55
75356,56,1255,55,20,08,PM,20:55:56,08:55:56
75357,57,1255,55,20,08,PM,20:55:57,08:55:57
75358,58,1255,55,20,08,PM,20:55:58,08:55:58
75359,59,1255,55,20,08,PM,20:55:59,08:55:59
75360,00,1256,56,20,08,PM,20:56:00,08:56:00
75361,01,1256,56,20,08,PM,20:56:01,08:56:01
75362,02,1256,56,20,08,PM,20:56:02,08:56:02
75363,03,1256,56,20,08,PM,20:56:03,08:56:03
75364,04,1256,56,20,08,PM,20:56:04,08:56:04
75365,05,1256,56,20,08,PM,20:56:05,08:56:05
75366,06,1256,56,20,08,PM,20:56:06,08:56:06
75367,07,1256,56,20,08,PM,20:56:07,08:56:07
75368,08,1256,56,20,08,PM,20:56:08,08:56:08
75369,09,1256,56,20,08,PM,20:56:09,08:56:09
75370,10,1256,56,20,08,PM,20:56:10,08:56:10
75371,11,1256,56,20,08,PM,20:56:11,08:56:11
75372,12,1256,56,20,08,PM,20:56:12,08:56:12
75373,13,1256,56,20,08,PM,20:56:13,08:56:13
75374,14,1256,56,20,08,PM,20:56:14,08:56:14
75375,15,1256,56,20,08,PM,20:56:15,08:56:15
75376,16,1256,56,20,08,PM,20:56:16,08:56:16
75377,17,1256,56,20,08,PM,20:56:17,08:56:17
75378,18,1256,56,20,08,PM,20:56:18,08:56:18
75379,19,1256,56,20,08,PM,20:56:19,08:56:19
75380,20,1256,56,20,08,PM,20:56:20,08:56:20
75381,21,1256,56,20,08,PM,20:56:21,08:56:21
75382,22,1256,56,20,08,PM,20:56:22,08:56:22
75383,23,1256,56,20,08,PM,20:56:23,08:56:23
75384,24,1256,56,20,08,PM,20:56:24,08:56:24
75385,25,1256,56,20,08,PM,20:56:25,08:56:25
75386,26,1256,56,20,08,PM,20:56:26,08:56:26
75387,27,1256,56,20,08,PM,20:56:27,08:56:27
75388,28,1256,56,20,08,PM,20:56:28,08:56:28
75389,29,1256,56,20,08,PM,20:56:29,08:56:29
75390,30,1256,56,20,08,PM,20:56:30,08:56:30
75391,31,1256,56,20,08,PM,20:56:31,08:56:31
75392,32,1256,56,20,08,PM,20:56:32,08:56:32
75393,33,1256,56,20,08,PM,20:56:33,08:56:33
75394,34,1256,56,20,08,PM,20:56:34,08:56:34
75395,35,1256,56,20,08,PM,20:56:35,08:56:35
75396,36,1256,56,20,08,PM,20:56:36,08:56:36
75397,37,1256,56,20,08,PM,20:56:37,08:56:37
75398,38,1256,56,20,08,PM,20:56:38,08:56:38
75399,39,1256,56,20,08,PM,20:56:39,08:56:39
75400,40,1256,56,20,08,PM,20:56:40,08:56:40
75401,41,1256,56,20,08,PM,20:56:41,08:56:41
75402,42,1256,56,20,08,PM,20:56:42,08:56:42
75403,43,1256,56,20,08,PM,20:56:43,08:56:43
75404,44,1256,56,20,08,PM,20:56:44,08:56:44
75405,45,1256,56,20,08,PM,20:56:45,08:56:45
75406,46,1256,56,20,08,PM,20:56:46,08:56:46
75407,47,1256,56,20,08,PM,20:56:47,08:56:47
75408,48,1256,56,20,08,PM,20:56:48,08:56:48
75409,49,1256,56,20,08,PM,20:56:49,08:56:49
75410,50,1256,56,20,08,PM,20:56:50,08:56:50
75411,51,1256,56,20,08,PM,20:56:51,08:56:51
75412,52,1256,56,20,08,PM,20:56:52,08:56:52
75413,53,1256,56,20,08,PM,20:56:53,08:56:53
75414,54,1256,56,20,08,PM,20:56:54,08:56:54
75415,55,1256,56,20,08,PM,20:56:55,08:56:55
75416,56,1256,56,20,08,PM,20:56:56,08:56:56
75417,57,1256,56,20,08,PM,20:56:57,08:56:57
75418,58,1256,56,20,08,PM,20:56:58,08:56:58
75419,59,1256,56,20,08,PM,20:56:59,08:56:59
75420,00,1257,57,20,08,PM,20:57:00,08:57:00
75421,01,1257,57,20,08,PM,20:57:01,08:57:01
75422,02,1257,57,20,08,PM,20:57:02,08:57:02
75423,03,1257,57,20,08,PM,20:57:03,08:57:03
75424,04,1257,57,20,08,PM,20:57:04,08:57:04
75425,05,1257,57,20,08,PM,20:57:05,08:57:05
75426,06,1257,57,20,08,PM,20:57:06,08:57:06
75427,07,1257,57,20,08,PM,20:57:07,08:57:07
75428,08,1257,57,20,08,PM,20:57:08,08:57:08
75429,09,1257,57,20,08,PM,20:57:09,08:57:09
75430,10,1257,57,20,08,PM,20:57:10,08:57:10
75431,11,1257,57,20,08,PM,20:57:11,08:57:11
75432,12,1257,57,20,08,PM,20:57:12,08:57:12
75433,13,1257,57,20,08,PM,20:57:13,08:57:13
75434,14,1257,57,20,08,PM,20:57:14,08:57:14
75435,15,1257,57,20,08,PM,20:57:15,08:57:15
75436,16,1257,57,20,08,PM,20:57:16,08:57:16
75437,17,1257,57,20,08,PM,20:57:17,08:57:17
75438,18,1257,57,20,08,PM,20:57:18,08:57:18
75439,19,1257,57,20,08,PM,20:57:19,08:57:19
75440,20,1257,57,20,08,PM,20:57:20,08:57:20
75441,21,1257,57,20,08,PM,20:57:21,08:57:21
75442,22,1257,57,20,08,PM,20:57:22,08:57:22
75443,23,1257,57,20,08,PM,20:57:23,08:57:23
75444,24,1257,57,20,08,PM,20:57:24,08:57:24
75445,25,1257,57,20,08,PM,20:57:25,08:57:25
75446,26,1257,57,20,08,PM,20:57:26,08:57:26
